1,🏎 The Future of instant commerce,(5%),of openers clicked a link
1,🏎 The Future of instant commerce,(1%),https://www.duffl.com/
1,🏎 The Future of instant commerce,(1%),https://turner.substack.com/p/jokr-and-personalized-instant-commerce
1,🏎 The Future of instant commerce,(1%),https://twitter.com/Basti/status/1424951145160601600
1,🏎 The Future of instant commerce,(0.9%),https://www.foodrocket.me/
1,🏎 The Future of instant commerce,(0.6%),https://popcornvan.com/
2,🎁 Drops,(8%),of openers clicked a link
2,🎁 Drops,(2%),https://finesse.us/
2,🎁 Drops,(2%),https://nuggetcomfort.com/
2,🎁 Drops,(1%),https://www.snackmagic.com/snackdrop
2,🎁 Drops,(0.9%),https://partyround.com/
2,🎁 Drops,(0.8%),https://100thieves.com/
3,🚀 Best of Consumer Startups,(18%),of openers clicked a link
3,🚀 Best of Consumer Startups,(3%),https://consumerstartups.substack.com/p/idea-validation-framework-backed
3,🚀 Best of Consumer Startups,(3%),https://consumerstartups.substack.com/p/-cameo
3,🚀 Best of Consumer Startups,(2%),https://consumerstartups.substack.com/p/-story-of-fold-get-bitcoin-when-you
3,🚀 Best of Consumer Startups,(2%),https://consumerstartups.substack.com/p/-rabbithole-linkedin-of-web-30
3,🚀 Best of Consumer Startups,(2%),https://consumerstartups.substack.com/p/-newsletter-33-how-to-build-online
4,🍬 The future of CPG wholesale marketplaces,(7%),of openers clicked a link
4,🍬 The future of CPG wholesale marketplaces,(2%),https://www.bvp.com/atlas/b2b-marketplaces#Why-is-this-happening-now
4,🍬 The future of CPG wholesale marketplaces,(1%),https://medium.com/point-nine-news/the-b2b-marketplace-stack-fa5b650f09b0
4,🍬 The future of CPG wholesale marketplaces,(0.9%),https://www.meetmable.com/
4,🍬 The future of CPG wholesale marketplaces,(0.8%),https://www.provi.com/
4,🍬 The future of CPG wholesale marketplaces,(0.7%),https://yorso.com/
5,🎁 Future of snack box industry,(4%),of openers clicked a link
5,🎁 Future of snack box industry,(2%),https://www.snackmagic.com/
5,🎁 Future of snack box industry,(0.6%),https://www.bokksu.com/
5,🎁 Future of snack box industry,(0.3%),https://consumerstartups.substack.com/subscribe?&utm_medium=email&utm_source=subscribe-widget-preamble&utm_content=44756385
5,🎁 Future of snack box industry,(0.3%),Like button
5,🎁 Future of snack box industry,(0.1%),https://www.cpgpulse.com/
6,🐠 Fishbowl: journey to 1M users,(9%),of openers clicked a link
6,🐠 Fishbowl: journey to 1M users,(3%),https://www.fishbowlapp.com/
6,🐠 Fishbowl: journey to 1M users,(2%),https://profile.intros.ai/join/consumer-startups
6,🐠 Fishbowl: journey to 1M users,(0.5%),https://www.instagram.com/consultinghumor/?hl=en
6,🐠 Fishbowl: journey to 1M users,(0.5%),https://www.instagram.com/fishbowlconsultants/?hl=en
6,🐠 Fishbowl: journey to 1M users,(0.5%),Like button
7,🏃‍♂️Cadoo,(8%),of openers clicked a link
7,🏃‍♂️Cadoo,(2%),https://www.cadoo.io/
7,🏃‍♂️Cadoo,(1%),https://www.linkedin.com/in/kelvin-boateng-vu/
7,🏃‍♂️Cadoo,(1%),https://colm.com/2020/06/13/starting-cadoo/
7,🏃‍♂️Cadoo,(1%),https://waybetter.com/
7,🏃‍♂️Cadoo,(0.6%),https://twitter.com/CadooInc/status/1402004350315110400?s=20
8,🏠 Quo: future of homeownership,(13%),of openers clicked a link
8,🏠 Quo: future of homeownership,(5%),https://quo.com/
8,🏠 Quo: future of homeownership,(4%),https://www.notion.so/leoluo/Consumer-Startups-Archive-e1f0239117bc4999acebc2ad06e855ee
8,🏠 Quo: future of homeownership,(2%),https://consumerstartups.substack.com/p/-fractional
8,🏠 Quo: future of homeownership,(0.9%),https://www.forbes.com/sites/frederickdaso/2020/02/10/quo-a-stanford-consumer-fintech-startup-leverages-ai-to-provide-financial-security/?sh=3e30fe8372e6
8,🏠 Quo: future of homeownership,(0.7%),https://www.lennysnewsletter.com/p/wedge
9,🏫 Lambda School,(4%),of openers clicked a link
9,🏫 Lambda School,(0.9%),https://medium.com/user-acquisition-for-hackers/secret-sauce-the-ultimate-growth-hacking-guide-is-finally-available-d848abc68e82
9,🏫 Lambda School,(0.6%),https://grasswire.com
9,🏫 Lambda School,(0.5%),https://twitter.com/JustinFineberg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
9,🏫 Lambda School,(0.5%),https://www.first1000.co/
9,🏫 Lambda School,(0.4%),Like button
10,🏘 Fractional,(17%),of openers clicked a link
10,🏘 Fractional,(8%),https://unicorner.news/
10,🏘 Fractional,(7%),https://www.fractional.app/
10,🏘 Fractional,(2%),https://twitter.com/chiefintern
10,🏘 Fractional,(0.7%),Like button
11,💸 Pallet,(15%),of openers clicked a link
11,💸 Pallet,(9%),https://pallet.xyz/
11,💸 Pallet,(2%),https://consumerstartups.substack.com/p/-beacons
11,💸 Pallet,(1%),https://gabygoldberg.medium.com/curators-are-the-new-creators-the-business-model-of-good-taste-5852727d4b54
11,💸 Pallet,(0.9%),https://twitter.com/lennysan/status/1365112127782932482?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1365112127782932482%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.newsletter.pallet.xyz%2Fhow-to-build-a-hiring-marketplace%2F
11,💸 Pallet,(0.8%),Like button
12,🔆 Beacons,(18%),of openers clicked a link
12,🔆 Beacons,(6%),https://leoluo.notion.site/Consumer-Startups-Archive-e1f0239117bc4999acebc2ad06e855ee
12,🔆 Beacons,(6%),https://beacons.ai/
12,🔆 Beacons,(4%),https://consumerstartups.substack.com/p/-newsletter-34-shopify-for-content
12,🔆 Beacons,(2%),https://profile.intros.ai/join/consumer-startups
12,🔆 Beacons,(1%),https://twitter.com/jslishi
13,🕳🐇 RabbitHole: LinkedIn of Web 3.0,(15%),of openers clicked a link
13,🕳🐇 RabbitHole: LinkedIn of Web 3.0,(5%),https://docs.google.com/document/d/1SWJw_NTyUvgdB_asRzsnVyKjciW8dZbeqQeUeWsEiQc/edit
13,🕳🐇 RabbitHole: LinkedIn of Web 3.0,(5%),https://rabbithole.gg/
13,🕳🐇 RabbitHole: LinkedIn of Web 3.0,(3%),https://twitter.com/Flynnjamm
13,🕳🐇 RabbitHole: LinkedIn of Web 3.0,(2%),https://medium.com/nfty-news
13,🕳🐇 RabbitHole: LinkedIn of Web 3.0,(1%),https://consumerstartups.substack.com/p/-52-nfts-superrare-and-the-business
14,💰 nate: Conquering the non-Amazon world,(17%),of openers clicked a link
14,💰 nate: Conquering the non-Amazon world,(11%),https://www.nate.tech/
14,💰 nate: Conquering the non-Amazon world,(3%),https://profile.intros.ai/join/consumer-startups
14,💰 nate: Conquering the non-Amazon world,(0.6%),https://leoluo.notion.site/Consumer-Startups-Archive-e1f0239117bc4999acebc2ad06e855ee
14,💰 nate: Conquering the non-Amazon world,(0.4%),https://consumerstartups.substack.com/people/9268006-leo-luo
14,💰 nate: Conquering the non-Amazon world,(0.4%),https://www.nate.tech/thegifthunt
15,📣 Cameo,(12%),of openers clicked a link
15,📣 Cameo,(2%),https://www.youtube.com/watch?v=xXlB_3jlBnc
15,📣 Cameo,(2%),https://www.wsj.com/video/fan-of-nfl-player-cassius-marsh-reacts-to-cameo-video-he-made-for-her/C32CF075-158E-43DF-9BE5-573A6858C629.html
15,📣 Cameo,(2%),https://read.first1000.co/
15,📣 Cameo,(2%),https://consumerstartups.substack.com/p/-onlyfans
15,📣 Cameo,(1%),https://issuu.com/dukechronicle/docs/towerview_100317/12
16,🎢 #63 - 🖌 Inkbox: Temporary Bad Decisions,(5%),of openers clicked a link
16,🎢 #63 - 🖌 Inkbox: Temporary Bad Decisions,(2%),https://inkbox.com/
16,🎢 #63 - 🖌 Inkbox: Temporary Bad Decisions,(0.5%),http://kickstarter.com/projects/1382015739/inkbox-the-2-week-tattoo/description
16,🎢 #63 - 🖌 Inkbox: Temporary Bad Decisions,(0.5%),https://consumerstartups.substack.com/people/9268006-leo-luo
16,🎢 #63 - 🖌 Inkbox: Temporary Bad Decisions,(0.5%),https://consumerstartups.substack.com/subscribe?&utm_medium=email&utm_source=subscribe-widget&utm_content=39816328
16,🎢 #63 - 🖌 Inkbox: Temporary Bad Decisions,(0.2%),https://g.co/kgs/kHKC8u
17,🎢 #62 - Neyborly: No more vacancy,(12%),of openers clicked a link
17,🎢 #62 - Neyborly: No more vacancy,(6%),https://profile.intros.ai/join/consumer-startups
17,🎢 #62 - Neyborly: No more vacancy,(5%),https://www.neyborly.com/
17,🎢 #62 - Neyborly: No more vacancy,(0.7%),https://consumerstartups.substack.com/people/9268006-leo-luo
17,🎢 #62 - Neyborly: No more vacancy,(0.1%),https://twitter.com/ben_seidl/status/1310761444988911616
17,🎢 #62 - Neyborly: No more vacancy,(0.1%),Like button
18,🎢 #61 - Sunroom: OnlyFans 2.0,(21%),of openers clicked a link
18,🎢 #61 - Sunroom: OnlyFans 2.0,(12%),https://sunroom.so/
18,🎢 #61 - Sunroom: OnlyFans 2.0,(4%),https://onlyfans.com/missmort
18,🎢 #61 - Sunroom: OnlyFans 2.0,(4%),https://consumerstartups.substack.com/p/-onlyfans
18,🎢 #61 - Sunroom: OnlyFans 2.0,(2%),"https://www.collinsdictionary.com/us/submission/21559/camming#:~:text=Camming%20is%20when%20someone%20is,a%20webcam%20for%20paying%20clients."
18,🎢 #61 - Sunroom: OnlyFans 2.0,(2%),https://www.linkedin.com/in/lucy-mort-a6349aa3/
19,🎢#60 - Snackpass: The Pickup Artist,(9%),of openers clicked a link
19,🎢#60 - Snackpass: The Pickup Artist,(3%),https://www.snackpass.co/
19,🎢#60 - Snackpass: The Pickup Artist,(1%),https://www.linkedin.com/in/kevinhuangtan/
19,🎢#60 - Snackpass: The Pickup Artist,(1%),https://consumerstartups.substack.com/people/9268006-leo-luo
19,🎢#60 - Snackpass: The Pickup Artist,(0.7%),https://consumerstartups.substack.com/subscribe?&utm_medium=email&utm_source=subscribe-widget&utm_content=37795566
19,🎢#60 - Snackpass: The Pickup Artist,(0.2%),https://consumerstartups.substack.com/p/-snackpass-the-pick-up-artist/comments
20,🎢#59 - Mos.com: Solving the $1.7T Crisis,(16%),of openers clicked a link
20,🎢#59 - Mos.com: Solving the $1.7T Crisis,(7%),https://www.notion.so/leoluo/Consumer-Startups-Archive-e1f0239117bc4999acebc2ad06e855ee
20,🎢#59 - Mos.com: Solving the $1.7T Crisis,(6%),https://www.mos.com/
20,🎢#59 - Mos.com: Solving the $1.7T Crisis,(3%),https://www.tiktok.com/@mosdotcom/video/6890720074571779333?sender_device=pc&sender_web_id=6918485639945340422&is_from_webapp=v1&is_copy_url=0
20,🎢#59 - Mos.com: Solving the $1.7T Crisis,(0.9%),https://consumerstartups.substack.com/people/9268006-leo-luo
20,🎢#59 - Mos.com: Solving the $1.7T Crisis,(0.9%),https://consumerstartups.substack.com/p/-snackmagic-pepsi-of-the-bits-world
21,🍿 SnackMagic: Pepsi of the bits world,(14%),of openers clicked a link
21,🍿 SnackMagic: Pepsi of the bits world,(9%),https://www.snackmagic.com/
21,🍿 SnackMagic: Pepsi of the bits world,(2%),https://www.snackmagic.com/drop?utm_source=website&utm_medium=ribbon&utm_campaign=snackdrop&utm_content=get60
21,🍿 SnackMagic: Pepsi of the bits world,(1%),https://consumerstartups.substack.com/people/9268006-leo-luo
21,🍿 SnackMagic: Pepsi of the bits world,(0.8%),https://www.bystadium.com/
21,🍿 SnackMagic: Pepsi of the bits world,(0.8%),https://www.amazon.com/Zero-One-Notes-Startups-Future/dp/0804139296
22,🎢# 57 - 👙 OnlyFans,(15%),of openers clicked a link
22,🎢# 57 - 👙 OnlyFans,(7%),http://first1000.co
22,🎢# 57 - 👙 OnlyFans,(2%),https://twitter.com/abouelatta_ali
22,🎢# 57 - 👙 OnlyFans,(2%),https://www.instagram.com/timstokely/?hl=en
22,🎢# 57 - 👙 OnlyFans,(2%),https://leoradvinsky.com/
22,🎢# 57 - 👙 OnlyFans,(0.5%),https://blog.onlyfans.com/creativefund/
23,🎢 #56 - The future of commerce is distributed and social,(16%),of openers clicked a link
23,🎢 #56 - The future of commerce is distributed and social,(4%),https://shopcanal.com/
23,🎢 #56 - The future of commerce is distributed and social,(4%),https://violet.io/
23,🎢 #56 - The future of commerce is distributed and social,(2%),https://www.notion.so/Wanted-Chief-of-Staff-2e6cdd8a664a4f44b47472ad6f5b9ee4
23,🎢 #56 - The future of commerce is distributed and social,(2%),https://www.gistapp.co/
23,🎢 #56 - The future of commerce is distributed and social,(2%),https://violet.io/blog/the-violet-two-sided-marketplace
24,🎢 #55 - Amazon roll-up biz,(9%),of openers clicked a link
24,🎢 #55 - Amazon roll-up biz,(2%),https://www.edgecapitalholdings.com/private-equity-summer-analyst
24,🎢 #55 - Amazon roll-up biz,(2%),https://www.elevatebrands.io/
24,🎢 #55 - Amazon roll-up biz,(1%),https://hg.t.hubspotemail.net/e2t/tc/MX2JmBK7M7MVRqBwn61Y4NTV3Z50p4rst7ZN3hBC6X5nxHXV3Zsc37CgMdZW4SV4tm3BT60QW848KP_57_c4lW1qgmK57zLRJ6W9g6Vj33Cdsb7W8Q9frg70TTvlN2fvgKCjzNW0N3KXFq4mllzbW4VRzk777Z23_W1-lqtc3Ml-4kW8_cfSk7_lxm6W3-kt0h5YbLt0MKfCpxh59GkW54Hb_P1cfl3JW318mb_7hqjyxW5GF5235CQVtYW6NG75b24Lx4VW87x34l3fT8ltW68HnTw856dZ3W6rmVPb7s-ntRW2RhYH68R19klVkBsP99fQp41W7Ml-rc43GHxfW2J3q1j30-kngN7YZBjv9l-T-W1qChW43Df6l4W5Q9cWy10r_DPW3CMD686qP0vhW8c_qNV7FDvLPW6VvSzZ8jq4_RW8zTnNW83SxC6VmH9MR8Rf0_QW1C2_ZR4HjKrvW6PskWt4CXyKnW51l0z45DSfmWN3R80PbssPWxW73nhBv5-cx3VVjjCBB51Pf8LW2lmJSF1V9z67W52lHlL2zKKRnW35sG0D3RybS-W1Nlg_w3sywSRW7Cz58D1152VYW6YKvpC5ynCB4W3K12Zh17RkJD34fF1
24,🎢 #55 - Amazon roll-up biz,(1%),https://jobs.lever.co/mainstreet/2c418bc6-0600-4918-9ef3-6a48acfce293
24,🎢 #55 - Amazon roll-up biz,(0.9%),https://www.thrasio.com/
25,💡 Idea validation framework (backed by 100+ founder interviews),(23%),of openers clicked a link
25,💡 Idea validation framework (backed by 100+ founder interviews),(6%),https://www.notion.so/leoluo/Consumer-Startups-Research-Archive-Partial-4f467eee86854703b8502f33d77ad844
25,💡 Idea validation framework (backed by 100+ founder interviews),(4%),https://www.notion.so/leoluo/Consumer-Startups-Archive-e1f0239117bc4999acebc2ad06e855ee
25,💡 Idea validation framework (backed by 100+ founder interviews),(2%),Like button
